"Genus","cancer_pos","cancer_neg","other_pos","other_neg","p_value","p_adjusted"
"Candidatus.Babela",0,64,0,1983,1,1
"Candidatus.Bandiella",0,64,0,1983,1,1
"Candidatus.Baumannia",0,64,0,1983,1,1
"Candidatus.Bipolaricaulis",0,64,0,1983,1,1
"Candidatus.Blochmannia",0,64,3,1980,1,1
"Candidatus.Cardinium",0,64,1,1982,1,1
"Candidatus.Carsonella",28,36,835,1148,0.798333220555855,1
"Candidatus.Chazhemtobacterium",0,64,0,1983,1,1
"Candidatus.Chromulinivorax",0,64,0,1983,1,1
"Candidatus.Cloacimonas",0,64,2,1981,1,1
"Candidatus.Comchoanobacter",0,64,0,1983,1,1
"Candidatus.Contubernalis",0,64,0,1983,1,1
"Candidatus.Cytomitobacter",0,64,0,1983,1,1
"Candidatus.Desulforudis",0,64,2,1981,1,1
"Candidatus.Doolittlea",0,64,0,1983,1,1
"Candidatus.Endolissoclinum",0,64,0,1983,1,1
"Candidatus.Endoriftia",0,64,1,1982,1,1
"Candidatus.Fervidibacter",0,64,1,1982,1,1
"Candidatus.Fokinia",0,64,1,1982,1,1
"Candidatus.Fonsibacter",0,64,0,1983,1,1
"Candidatus.Formimonas",1,63,1,1982,0.0615678190098663,1
"Candidatus.Fukatsuia",0,64,0,1983,1,1
"Candidatus.Gromoviella",0,64,0,1983,1,1
"Candidatus.Gullanella",0,64,0,1983,1,1
"Candidatus.Hamiltonella",0,64,0,1983,1,1
"Candidatus.Hepatoplasma",0,64,0,1983,1,1
"Candidatus.Hoaglandella",0,64,0,1983,1,1
"Candidatus.Hydrogenosomobacter",0,64,2,1981,1,1
"Candidatus.Ishikawaella",0,64,0,1983,1,1
"Candidatus.Karelsulcia",6,58,431,1552,0.0188665790539134,1
"Candidatus.Kinetoplastibacterium",0,64,2,1981,1,1
"Candidatus.Korarchaeum",0,64,0,1983,1,1
"Candidatus.Koribacter",0,64,10,1973,1,1
"Candidatus.Kuenenia",0,64,0,1983,1,1
"Candidatus.Mancarchaeum",0,64,0,1983,1,1
"Candidatus.Methanoliparum",0,64,0,1983,1,1
"Candidatus.Methanomethylophilus",1,63,1,1982,0.0615678190098663,1
"Candidatus.Methanoplasma",0,64,0,1983,1,1
"Candidatus.Methylopumilus",0,64,0,1983,1,1
"Candidatus.Methylospira",0,64,0,1983,1,1
"Candidatus.Micrarchaeum",0,64,0,1983,1,1
"Candidatus.Midichloria",0,64,0,1983,1,1
"Candidatus.Mikella",0,64,0,1983,1,1
"Candidatus.Minimicrobia",0,64,16,1967,1,1
"Candidatus.Moranella",0,64,0,1983,1,1
"Candidatus.Mycosynbacter",0,64,0,1983,1,1
"Candidatus.Nanohalobium",0,64,0,1983,1,1
"Candidatus.Nanopelagicus",0,64,0,1983,1,1
"Candidatus.Nanosynbacter",0,64,21,1962,1,1
"Candidatus.Nardonella",0,64,4,1979,1,1
"Candidatus.Neoehrlichia",0,64,0,1983,1,1
"Candidatus.Nesciobacter",0,64,0,1983,1,1
"Candidatus.Nitrosacidococcus",0,64,0,1983,1,1
"Candidatus.Nitrosocaldus",0,64,0,1983,1,1
"Candidatus.Nitrosocosmicus",0,64,0,1983,1,1
"Candidatus.Nitrosoglobus",0,64,0,1983,1,1
"Candidatus.Nitrosomarinus",0,64,0,1983,1,1
"Candidatus.Nitrosopelagicus",0,64,0,1983,1,1
"Candidatus.Nitrosotenuis",0,64,0,1983,1,1
"Candidatus.Nitrotoga",0,64,1,1982,1,1
"Candidatus.Nucleicultrix",0,64,0,1983,1,1
"Candidatus.Paracaedibacter",0,64,0,1983,1,1
"Candidatus.Pelagibacter",0,64,0,1983,1,1
"Candidatus.Pelagisphaera",0,64,279,1704,0.000124713089189839,0.030991202663675
"Candidatus.Phycorickettsia",0,64,1,1982,1,1
"Candidatus.Phytoplasma",0,64,46,1937,0.400041258787822,1
"Candidatus.Planktophila",0,64,1,1982,1,1
"Candidatus.Portiera",0,64,0,1983,1,1
"Candidatus.Profftella",0,64,0,1983,1,1
"Candidatus.Profftia",0,64,0,1983,1,1
"Candidatus.Prometheoarchaeum",0,64,0,1983,1,1
"Candidatus.Promineifilum",1,63,0,1983,0.0312652662432828,1
"Candidatus.Protochlamydia",0,64,0,1983,1,1
"Candidatus.Pseudothioglobus",0,64,0,1983,1,1
"Candidatus.Puniceispirillum",0,64,0,1983,1,1
"Candidatus.Purcelliella",0,64,56,1927,0.418810352082467,1
"Candidatus.Reidiella",0,64,0,1983,1,1
"Candidatus.Rhabdochlamydia",0,64,0,1983,1,1
"Candidatus.Riesia",0,64,0,1983,1,1
"Candidatus.Ruthturnera",0,64,0,1983,1,1
"Candidatus.Saccharimonas",0,64,0,1983,1,1
"Candidatus.Schneideria",0,64,0,1983,1,1
"Candidatus.Steffania",0,64,0,1983,1,1
"Candidatus.Sulfidibacterium",0,64,2,1981,1,1
"Candidatus.Symbiobacter",0,64,4,1979,1,1
"Candidatus.Syntrophocurvum",0,64,0,1983,1,1
"Candidatus.Tachikawaea",0,64,0,1983,1,1
"Candidatus.Thioglobus",0,64,0,1983,1,1
"Candidatus.Uabimicrobium",0,64,0,1983,1,1
"Candidatus.Vallotia",0,64,1,1982,1,1
"Candidatus.Velamenicoccus",0,64,1,1982,1,1
"Candidatus.Vesicomyosocius",0,64,0,1983,1,1
"Candidatus.Viadribacter",0,64,2,1981,1,1
"Candidatus.Walczuchella",0,64,1,1982,1,1
"Candidatus.Westeberhardia",0,64,0,1983,1,1
"Candidatus.Xiphinematobacter",0,64,0,1983,1,1
"Canhaevirus",0,64,2,1981,1,1
"Capillimicrobium",1,63,1,1982,0.0615678190098663,1
"Capillovirus",0,64,0,1983,1,1
"Capnocytophaga",4,60,149,1834,1,1
"Capripoxvirus",0,64,0,1983,1,1
"Caproicibacter",1,63,2,1981,0.0909368457010002,1
"Caproicibacterium",1,63,9,1974,0.272656416921781,1
"Caproiciproducens",0,64,4,1979,1,1
"Capsulimonas",0,64,7,1976,1,1
"Captovirus",0,64,0,1983,1,1
"Capulavirus",0,64,0,1983,1,1
"Carboxydocella",0,64,1,1982,1,1
"Carboxydothermus",0,64,0,1983,1,1
"Cardiobacterium",1,63,24,1959,0.550167562632854,1
"Cardiovirus",0,64,0,1983,1,1
"Carjivirus",0,64,14,1969,1,1
"Carlavirus",0,64,0,1983,1,1
"Carltongylesvirus",0,64,0,1983,1,1
"Carmovirus",0,64,0,1983,1,1
"Carnimonas",0,64,0,1983,1,1
"Carnobacterium",0,64,8,1975,1,1
"Caroctavirus",0,64,0,1983,1,1
"Casadabanvirus",0,64,0,1983,1,1
"Casaltella",0,64,0,1983,1,1
"Casimicrobium",0,64,14,1969,1,1
"Castellaniella",0,64,31,1952,0.623318832003591,1
"Catabacter",0,64,0,1983,1,1
"Catalinimonas",0,64,0,1983,1,1
"Catellatospora",0,64,0,1983,1,1
"Catellicoccus",0,64,0,1983,1,1
"Catelliglobosispora",0,64,0,1983,1,1
"Catenibacterium",1,63,21,1962,0.504647810872344,1
"Catenovulum",0,64,1,1982,1,1
"Catenulispora",0,64,0,1983,1,1
"Catenuloplanes",0,64,0,1983,1,1
"Catonella",0,64,0,1983,1,1
"Caulimovirus",0,64,0,1983,1,1
"Cavemovirus",0,64,0,1983,1,1
"Cbastvirus",0,64,0,1983,1,1
"Cbunavirus",0,64,0,1983,1,1
"Cecembia",0,64,0,1983,1,1
"Cecivirus",0,64,0,1983,1,1
"Cedecea",0,64,4,1979,1,1
"Ceduovirus",0,64,2,1981,1,1
"Ceetrepovirus",0,64,0,1983,1,1
"Celeribacter",0,64,12,1971,1,1
"Celerinatantimonas",0,64,0,1983,1,1
"Cellubavirus",0,64,0,1983,1,1
"Cellulomonas",2,62,53,1930,0.689456224879319,1
"Cellulophaga",0,64,3,1980,1,1
"Cellulosilyticum",1,63,2,1981,0.0909368457010002,1
"Cellulosimicrobium",1,63,40,1943,1,1
"Cellvibrio",0,64,3,1980,1,1
"Cenphatecvirus",9,55,749,1234,5.8305202759611e-05,0.0193184571810178
"Centapoxvirus",0,64,0,1983,1,1
"Centipeda",0,64,0,1983,1,1
"Cephaloticoccus",0,64,0,1983,1,1
"Cepunavirus",0,64,0,1983,1,1
"Cequinquevirus",0,64,0,1983,1,1
"Cereibacter",1,63,18,1965,0.454600869907602,1
"Certrevirus",0,64,0,1983,1,1
"Cervidpoxvirus",0,64,0,1983,1,1
"Cesiribacter",0,64,0,1983,1,1
"Cetobacterium",0,64,2,1981,1,1
"Chakrabartyvirus",0,64,0,1983,1,1
"Chamaesiphon",0,64,0,1983,1,1
"Changchengzhania",0,64,0,1983,1,1
"Changpingibacter",0,64,0,1983,1,1
"Chania",0,64,1,1982,1,1
"Chaphamaparvovirus",0,64,0,1983,1,1
"Charlielikevirus",0,64,0,1983,1,1
"Charlievirus",0,64,0,1983,1,1
"Charybdisvirus",0,64,0,1983,1,1
"Che8likevirus",0,64,0,1983,1,1
"Che9clikevirus",0,64,0,1983,1,1
"Chelativorans",1,63,18,1965,0.454600869907602,1
"Chelatococcus",0,64,21,1962,1,1
"Chelonobacter",0,64,0,1983,1,1
"Chenggangzhangella",0,64,16,1967,1,1
"Chenonavirus",0,64,0,1983,1,1
"Cheoctovirus",0,64,0,1983,1,1
"Cheravirus",0,64,0,1983,1,1
"Chiangmaivirus",0,64,0,1983,1,1
"Chilikevirus",0,64,0,1983,1,1
"Chirohepevirus",0,64,0,1983,1,1
"Chitinibacter",0,64,11,1972,1,1
"Chitinilyticum",0,64,0,1983,1,1
"Chitinimonas",0,64,28,1955,1,1
"Chitiniphilus",0,64,7,1976,1,1
"Chitinispirillum",0,64,0,1983,1,1
"Chitinivibrio",0,64,0,1983,1,1
"Chitinolyticbacter",1,63,13,1970,0.359908156492661,1
"Chitinophaga",1,63,58,1925,1,1
"Chitorquevirus",0,64,0,1983,1,1
"Chivirus",0,64,1,1982,1,1
"Chlamydia",0,64,0,1983,1,1
"Chlamydiifrater",0,64,1,1982,1,1
"Chloracidobacterium",0,64,1,1982,1,1
"Chloriridovirus",0,64,0,1983,1,1
"Chlorobaculum",1,63,5,1978,0.173721730295786,1
"Chlorobium",0,64,2,1981,1,1
"Chloroflexus",0,64,2,1981,1,1
"Chlorogloeopsis",0,64,0,1983,1,1
"Chloroherpeton",1,63,2,1981,0.0909368457010002,1
"Chlorovirus",0,64,0,1983,1,1
"Chondrinema",0,64,0,1983,1,1
"Chondrocystis",0,64,0,1983,1,1
"Chondromyces",1,63,1,1982,0.0615678190098663,1
"Chopinvirus",0,64,0,1983,1,1
"Chordicoccus",1,63,14,1969,0.380058612953296,1
"Christensenella",1,63,14,1969,0.380058612953296,1
"Christiangramia",0,64,3,1980,1,1
"Chromobacterium",1,63,40,1943,1,1
"Chromohalobacter",0,64,3,1980,1,1
"Chroococcidiopsis",0,64,0,1983,1,1
"Chryseolinea",0,64,1,1982,1,1
"Chrysiogenes",0,64,0,1983,1,1
"Chrysovirus",0,64,0,1983,1,1
"Chthoniobacter",0,64,0,1983,1,1
"Chthonomonas",0,64,0,1983,1,1
"Chuhaivirus",0,64,0,1983,1,1
"Chunghsingvirus",0,64,0,1983,1,1
"Ciceribacter",0,64,8,1975,1,1
"Cilevirus",0,64,0,1983,1,1
"Cimandefvirus",0,64,0,1983,1,1
"Circovirus",0,64,0,1983,1,1
"Citreicella",0,64,0,1983,1,1
"Citricoccus",0,64,3,1980,1,1
"Citrifermentans",0,64,2,1981,1,1
"Citrobacter",4,60,277,1706,0.0946349250226474,1
"Citromicrobium",0,64,15,1968,1,1
"Cjwunalikevirus",0,64,0,1983,1,1
"Claudivirus",0,64,0,1983,1,1
"Clavibacter",0,64,7,1976,1,1
"Clecrusatellite",0,64,0,1983,1,1
"Cloacibacillus",1,63,7,1976,0.224741085427766,1
"Cloacibacterium",0,64,33,1950,0.623692709093414,1
"Closterovirus",0,64,0,1983,1,1
"Clostridioides",1,63,71,1912,0.725399124954463,1
"Clostridium",4,60,366,1617,0.012067839780469,1
"Cnuibacter",0,64,5,1978,1,1
"Cobetia",0,64,10,1973,1,1
"Cocadviroid",0,64,0,1983,1,1
"Coccolithovirus",0,64,0,1983,1,1
"Cognaticolwellia",0,64,0,1983,1,1
"Cognatishimia",1,63,11,1972,0.317653756698746,1
"Coguvirus",0,64,0,1983,1,1
"Cohcovirus",0,64,4,1979,1,1
"Cohnella",34,30,951,1032,0.447136376597377,1
"Colecusatellite",0,64,0,1983,1,1
"Coleofasciculus",0,64,0,1983,1,1
"Coleviroid",0,64,0,1983,1,1
"Collimonas",0,64,34,1949,0.624417444028204,1
"Collinsella",2,62,107,1876,0.578783674068586,1
"Colneyvirus",0,64,0,1983,1,1
"Colossusvirus",0,64,0,1983,1,1
"Coltivirus",0,64,0,1983,1,1
"Colwellia",0,64,1,1982,1,1
"Commensalibacter",0,64,1,1982,1,1
"Comovirus",0,64,0,1983,1,1
"Companilactobacillus",0,64,4,1979,1,1
"Conchiformibius",0,64,4,1979,1,1
"Conexibacter",1,63,1,1982,0.0615678190098663,1
"Conexivisphaera",0,64,0,1983,1,1
"Confluentimicrobium",0,64,0,1983,1,1
"Congregibacter",0,64,0,1983,1,1
"Constantimarinum",0,64,0,1983,1,1
"Coopervirus",0,64,0,1983,1,1
"Copernicusvirus",0,64,0,1983,1,1
"Copiparvovirus",0,64,0,1983,1,1
"Coprobacillus",0,64,0,1983,1,1
"Coprobacter",1,63,48,1935,1,1
"Coprococcus",0,64,96,1887,0.0717655492341889,1
"Coprothermobacter",0,64,0,1983,1,1
"Coraliomargarita",0,64,0,1983,1,1
"Corallococcus",1,63,17,1966,0.436837234118333,1
"Coriobacterium",1,63,1,1982,0.0615678190098663,1
"Corndoglikevirus",0,64,0,1983,1,1
"Cornellvirus",0,64,0,1983,1,1
"Corticovirus",0,64,0,1983,1,1
"Cosavirus",0,64,0,1983,1,1
"Cosenzaea",0,64,0,1983,1,1
"Costertonia",0,64,0,1983,1,1
"Couchioplanes",1,63,0,1983,0.0312652662432828,1
"Coxiella",0,64,0,1983,1,1
"Cp220likevirus",0,64,0,1983,1,1
"Cp8unalikevirus",0,64,0,1983,1,1
"Crassaminicella",1,63,8,1975,0.249074862049945,1
"Crenobacter",0,64,0,1983,1,1
"Criblamydia",0,64,0,1983,1,1
"Crinalium",1,63,0,1983,0.0312652662432828,1
"Crinivirus",0,64,0,1983,1,1
"Cripavirus",0,64,0,1983,1,1
"Croceibacter",0,64,0,1983,1,1
"Croceibacterium",0,64,12,1971,1,1
"Croceicoccus",1,63,39,1944,1,1
"Croceimicrobium",0,64,0,1983,1,1
"Croceitalea",0,64,0,1983,1,1
"Crocinitomix",0,64,0,1983,1,1
"Crocodylidpoxvirus",0,64,0,1983,1,1
"Crocosphaera",0,64,0,1983,1,1
"Crohivirus",0,64,0,1983,1,1
"Cronobacter",1,63,8,1975,0.249074862049945,1
"Cronusvirus",0,64,0,1983,1,1
"Crossiella",0,64,0,1983,1,1
"Cruoricaptor",4,60,13,1970,0.00152369359488152,0.252425238885371
"Cryobacterium",1,63,7,1976,0.224741085427766,1
"Cryocola",0,64,0,1983,1,1
"Cryptobacterium",0,64,4,1979,1,1
"Cryptosporangium",0,64,0,1983,1,1
"Cucumibacter",0,64,0,1983,1,1
"Cucumovirus",0,64,0,1983,1,1
"Culoivirus",0,64,0,1983,1,1
"Cuniculiplasma",0,64,0,1983,1,1
"Curtovirus",0,64,0,1983,1,1
"Cutibacterium",29,35,1561,422,1.0320072356353e-08,5.12907596110742e-06
"Cyanobacterium",0,64,0,1983,1,1
"Cyanobium",0,64,1,1982,1,1
"Cyanothece",0,64,0,1983,1,1
"Cybitervirus",0,64,0,1983,1,1
"Cyclobacterium",0,64,0,1983,1,1
"Cycloclasticus",0,64,0,1983,1,1
"Cyclonatronum",0,64,0,1983,1,1
"Cyclovirus",0,64,0,1983,1,1
"Cylindrospermopsis",0,64,0,1983,1,1
"Cylindrospermum",0,64,0,1983,1,1
"Cypovirus",0,64,0,1983,1,1
"Cyprinivirus",0,64,0,1983,1,1
"Cysteiniphilum",0,64,0,1983,1,1
"Cystobacter",1,63,24,1959,0.550167562632854,1
"Cytobacillus",1,63,2,1981,0.0909368457010002,1
"Cytomegalovirus",0,64,0,1983,1,1
"Cytophaga",0,64,0,1983,1,1
"Cytorhabdovirus",0,64,0,1983,1,1
"Cyvirus",0,64,1,1982,1,1
"D3likevirus",0,64,0,1983,1,1
"Dabirmavirus",0,64,0,1983,1,1
"Dactylococcopsis",0,64,0,1983,1,1
"Dactylosporangium",1,63,16,1967,0.418504366866845,1
"Dasania",0,64,0,1983,1,1
"Dechloromonas",0,64,53,1930,0.410355879781386,1
"Dechshavirus",0,64,0,1983,1,1
"Deefgea",0,64,2,1981,1,1
"Deferribacter",0,64,0,1983,1,1
"Deferrisoma",0,64,0,1983,1,1
"Defluviicoccus",1,63,13,1970,0.359908156492661,1
"Defluviimonas",0,64,0,1983,1,1
"Defluviitoga",0,64,0,1983,1,1
"Dehalobacter",0,64,0,1983,1,1
"Dehalobacterium",0,64,0,1983,1,1
"Dehalococcoides",0,64,4,1979,1,1
"Dehalogenimonas",1,63,1,1982,0.0615678190098663,1
"Delepquintavirus",0,64,0,1983,1,1
"Delmidovirus",0,64,0,1983,1,1
"Deltabaculovirus",0,64,0,1983,1,1
"Deltacoronavirus",0,64,0,1983,1,1
"Deltaentomopoxvirus",0,64,0,1983,1,1
"Deltaflexivirus",0,64,0,1983,1,1
"Deltalipothrixvirus",0,64,0,1983,1,1
"Deltanudivirus",0,64,0,1983,1,1
"Deltapapillomavirus",0,64,0,1983,1,1
"Deltapolyomavirus",0,64,0,1983,1,1
"Deltaretrovirus",0,64,0,1983,1,1
"Deltasatellite",0,64,0,1983,1,1
"Deltascleroulivirus",0,64,0,1983,1,1
"Delusorvirus",0,64,0,1983,1,1
"Demequina",0,64,0,1983,1,1
"Demetria",0,64,0,1983,1,1
"Demosthenesvirus",0,64,0,1983,1,1
"Dendoorenvirus",0,64,0,1983,1,1
"Denitratisoma",0,64,23,1960,1,1
"Denitrificimonas",0,64,2,1981,1,1
"Denitrobacterium",0,64,2,1981,1,1
"Denitrovibrio",0,64,0,1983,1,1
"Denvervirus",0,64,0,1983,1,1
"Dependoparvovirus",0,64,0,1983,1,1
"Derbicusvirus",0,64,0,1983,1,1
"Dermabacter",0,64,18,1965,1,1
"Dermacoccus",0,64,35,1948,0.625471063892419,1
"Dermatophilus",0,64,0,1983,1,1
"Derxia",0,64,0,1983,1,1
"Desemzia",0,64,1,1982,1,1
"Deseoctovirus",0,64,0,1983,1,1
"Desmospora",0,64,0,1983,1,1
"Desulfarculus",0,64,8,1975,1,1
"Desulfatibacillum",0,64,0,1983,1,1
"Desulfatiglans",0,64,0,1983,1,1
"Desulfatirhabdium",0,64,0,1983,1,1
"Desulfatitalea",0,64,0,1983,1,1
"Desulfitibacter",0,64,0,1983,1,1
"Desulfitobacterium",1,63,4,1979,0.146986740780584,1
"Desulfobacca",0,64,0,1983,1,1
"Desulfobacter",0,64,0,1983,1,1
"Desulfobacterium",0,64,0,1983,1,1
"Desulfobacula",0,64,0,1983,1,1
"Desulfobulbus",1,63,10,1973,0.295508645354283,1
"Desulfocapsa",0,64,1,1982,1,1
"Desulfocarbo",0,64,0,1983,1,1
"Desulfococcus",0,64,2,1981,1,1
"Desulfocurvibacter",1,63,3,1980,0.119400662665352,1
"Desulfocurvus",0,64,0,1983,1,1
"Desulfofarcimen",0,64,1,1982,1,1
"Desulfofustis",1,63,0,1983,0.0312652662432828,1
"Desulfoglaeba",0,64,0,1983,1,1
"Desulfohalobium",1,63,0,1983,0.0312652662432828,1
"Desulfolithobacter",0,64,0,1983,1,1
"Desulfoluna",0,64,0,1983,1,1
"Desulfolutivibrio",1,63,1,1982,0.0615678190098663,1
"Desulfomarina",0,64,0,1983,1,1
"Desulfomicrobium",2,62,5,1978,0.0182632023357572,1
"Desulfomonile",0,64,0,1983,1,1
"Desulfonatronospira",0,64,0,1983,1,1
"Desulfonatronovibrio",0,64,0,1983,1,1
"Desulfonatronum",0,64,0,1983,1,1
"KnightID",64,0,1983,0,1,1
"X3alikevirus",0,64,0,1983,1,1
