"Genus","cancer_pos","cancer_neg","other_pos","other_neg","p_value","p_adjusted"
"Candidatus_Regiella",0,149,0,1898,1,1
"Candidatus_Riesia",0,149,0,1898,1,1
"Candidatus_Ruthia",0,149,0,1898,1,1
"Candidatus_Schmidhempelia",0,149,0,1898,1,1
"Candidatus_Soleaferrea",0,149,0,1898,1,1
"Candidatus_Solibacter",0,149,0,1898,1,1
"Candidatus_Stoquefichus",0,149,0,1898,1,1
"Candidatus_Sulcia",0,149,0,1898,1,1
"Candidatus_Symbiobacter",0,149,0,1898,1,1
"Candidatus_Tachikawaea",0,149,0,1898,1,1
"Candidatus_Xiphinematobacter",0,149,0,1898,1,1
